Gene,Symbol,Synonyms,Description,Other IDs,Type of gene,Chromosome,Map location,Locus tag,Symbol from nomenclature authority,Full name from nomenclature authority,Nomenclature status,Other designations,Species,Taxonomy ID
DDB_G0286463,DDB_G0286463,"DDBDRAFT_0218810, DDB_0218810",hypothetical protein,dictyBase: DDB_G0286463,protein-coding,4,,DDB_G0286463,,,,[],44689,352472
DDB_G0286465,DDB_G0286465,"DDBDRAFT_0218811, DDBDRAFT_0231182, DDB_0218811, DDB_0231182",hypothetical protein,dictyBase: DDB_G0286465,protein-coding,4,,DDB_G0286465,,,,[],44689,352472
DDB_G0286467,DDB_G0286467,"DDBDRAFT_0218812, DDB_0218812",hypothetical protein,dictyBase: DDB_G0286467,protein-coding,4,,DDB_G0286467,,,,[],44689,352472
DDB_G0286469,DDB_G0286469,"DDBDRAFT_0218813, DDB_0218813",hypothetical protein,dictyBase: DDB_G0286469,protein-coding,4,,DDB_G0286469,,,,[],44689,352472
DDB_G0286475,DDB_G0286475,"DDBDRAFT_0218816, DDB_0218816",hypothetical protein,dictyBase: DDB_G0286475,protein-coding,4,,DDB_G0286475,,,,[],44689,352472
DDB_G0286477,DDB_G0286477,"DDBDRAFT_0218817, DDB_0218817",hypothetical protein,dictyBase: DDB_G0286477,protein-coding,4,,DDB_G0286477,,,,[],44689,352472
DDB_G0286485,DDB_G0286485,"DDBDRAFT_0186996, DDB_0186996",hypothetical protein,dictyBase: DDB_G0286485,protein-coding,4,,DDB_G0286485,,,,[],44689,352472
DDB_G0286489,DDB_G0286489,"DDBDRAFT_0186998, DDB_0186998",hypothetical protein,dictyBase: DDB_G0286489,protein-coding,4,,DDB_G0286489,,,,[],44689,352472
DDB_G0286493,DDB_G0286493,"DDBDRAFT_0215617, DDB_0215617",hypothetical protein,dictyBase: DDB_G0286493,protein-coding,4,,DDB_G0286493,,,,[],44689,352472
DDB_G0286497,DDB_G0286497,"DDBDRAFT_0218822, DDB_0218822",hypothetical protein,dictyBase: DDB_G0286497,protein-coding,4,,DDB_G0286497,,,,[],44689,352472
DDB_G0286503,DDB_G0286503,"DDBDRAFT_0218823, DDB_0218823",hypothetical protein,dictyBase: DDB_G0286503,protein-coding,4,,DDB_G0286503,,,,[],44689,352472
DDB_G0286511,DDB_G0286511,"DDBDRAFT_0218828, DDBDRAFT_0233839, DDB_0218828, DDB_0233839",hypothetical protein,dictyBase: DDB_G0286511,protein-coding,4,,DDB_G0286511,,,,[],44689,352472
DDB_G0286515,DDB_G0286515,"DDBDRAFT_0218830, DDB_0218830",hypothetical protein,dictyBase: DDB_G0286515,protein-coding,4,,DDB_G0286515,,,,[],44689,352472
DDB_G0286523,DDB_G0286523,"DDBDRAFT_0218834, DDB_0218834",hypothetical protein,dictyBase: DDB_G0286523,protein-coding,4,,DDB_G0286523,,,,[],44689,352472
DDB_G0286527,DDB_G0286527,"DDBDRAFT_0218837, DDB_0218837",hypothetical protein,dictyBase: DDB_G0286527,protein-coding,4,,DDB_G0286527,,,,[],44689,352472
DDB_G0286531,DDB_G0286531,"DDBDRAFT_0218839, DDB_0218839",hypothetical protein,dictyBase: DDB_G0286531,protein-coding,4,,DDB_G0286531,,,,[],44689,352472
DDB_G0286533,DDB_G0286533,"DDBDRAFT_0187000, DDB_0187000",hypothetical protein,dictyBase: DDB_G0286533,protein-coding,4,,DDB_G0286533,,,,[],44689,352472
DDB_G0286537,DDB_G0286537,"DDBDRAFT_0187004, DDB_0187004",hypothetical protein,dictyBase: DDB_G0286537,protein-coding,4,,DDB_G0286537,,,,[],44689,352472
DDB_G0286539,DDB_G0286539,"DDBDRAFT_0187005, DDB_0187005",hypothetical protein,dictyBase: DDB_G0286539,protein-coding,4,,DDB_G0286539,,,,[],44689,352472
DDB_G0286541,DDB_G0286541,"DDBDRAFT_0187006, DDB_0187006",hypothetical protein,dictyBase: DDB_G0286541,protein-coding,4,,DDB_G0286541,,,,[],44689,352472
DDB_G0286547,DDB_G0286547,"DDBDRAFT_0218842, DDB_0218842",hypothetical protein,dictyBase: DDB_G0286547,protein-coding,4,,DDB_G0286547,,,,[],44689,352472
DDB_G0286551,DDB_G0286551,"DDBDRAFT_0187057, DDB_0187057",hypothetical protein,dictyBase: DDB_G0286551,protein-coding,4,,DDB_G0286551,,,,[],44689,352472
DDB_G0286565,DDB_G0286565,"DDBDRAFT_0187010, DDB_0187010",hypothetical protein,dictyBase: DDB_G0286565,protein-coding,4,,DDB_G0286565,,,,[],44689,352472
DDB_G0286567,DDB_G0286567,"DDBDRAFT_0187011, DDB_0187011",hypothetical protein,dictyBase: DDB_G0286567,protein-coding,4,,DDB_G0286567,,,,[],44689,352472
DDB_G0286569,DDB_G0286569,"DDBDRAFT_0187012, DDB_0187012",hypothetical protein,dictyBase: DDB_G0286569,protein-coding,4,,DDB_G0286569,,,,[],44689,352472
DDB_G0286571,DDB_G0286571,"DDBDRAFT_0187013, DDB_0187013",hypothetical protein,dictyBase: DDB_G0286571,protein-coding,4,,DDB_G0286571,,,,[],44689,352472
DDB_G0286575,DDB_G0286575,"DDBDRAFT_0187015, DDB_0187015",hypothetical protein,dictyBase: DDB_G0286575,protein-coding,4,,DDB_G0286575,,,,[],44689,352472
DDB_G0286577,DDB_G0286577,"DDBDRAFT_0187016, DDB_0187016",hypothetical protein,dictyBase: DDB_G0286577,protein-coding,4,,DDB_G0286577,,,,[],44689,352472
DDB_G0286579,dnaja5,"DDBDRAFT_0187017, DDBDRAFT_0238615, DDB_0187017, DDB_0238615",hypothetical protein,dictyBase: DDB_G0286579,protein-coding,4,,DDB_G0286579,,,,[],44689,352472
DDB_G0286581,DDB_G0286581,"DDBDRAFT_0187018, DDB_0187018",hypothetical protein,dictyBase: DDB_G0286581,protein-coding,4,,DDB_G0286581,,,,[],44689,352472
DDB_G0286583,DDB_G0286583,"DDBDRAFT_0187019, DDB_0187019",hypothetical protein,dictyBase: DDB_G0286583,protein-coding,4,,DDB_G0286583,,,,[],44689,352472
DDB_G0286585,DDB_G0286585,"DDBDRAFT_0187021, DDB_0187021",hypothetical protein,dictyBase: DDB_G0286585,protein-coding,4,,DDB_G0286585,,,,[],44689,352472
DDB_G0286587,DDB_G0286587,"DDBDRAFT_0187022, DDB_0187022",hypothetical protein,dictyBase: DDB_G0286587,protein-coding,4,,DDB_G0286587,,,,[],44689,352472
DDB_G0286589,DDB_G0286589,"DDBDRAFT_0187025, DDBDRAFT_0237735, DDB_0187025, DDB_0237735",hypothetical protein,dictyBase: DDB_G0286589,protein-coding,4,,DDB_G0286589,,,,[],44689,352472
DDB_G0286591,DDB_G0286591,"DDBDRAFT_0187027, DDB_0187027",hypothetical protein,dictyBase: DDB_G0286591,protein-coding,4,,DDB_G0286591,,,,[],44689,352472
DDB_G0286593,DDB_G0286593,"DDBDRAFT_0187028, DDBDRAFT_0233852, DDB_0187028, DDB_0233852",hypothetical protein,dictyBase: DDB_G0286593,protein-coding,4,,DDB_G0286593,,,,[],44689,352472
DDB_G0286595,DDB_G0286595,"DDBDRAFT_0187029, DDB_0187029",hypothetical protein,dictyBase: DDB_G0286595,protein-coding,4,,DDB_G0286595,,,,[],44689,352472
DDB_G0286597,DDB_G0286597,"DDBDRAFT_0187030, DDB_0187030",hypothetical protein,dictyBase: DDB_G0286597,protein-coding,4,,DDB_G0286597,,,,[],44689,352472
DDB_G0286601,DDB_G0286601,"DDBDRAFT_0187033, DDB_0187033",hypothetical protein,dictyBase: DDB_G0286601,protein-coding,4,,DDB_G0286601,,,,[],44689,352472
DDB_G0286605,DDB_G0286605,"DDBDRAFT_0187036, DDBDRAFT_0231607, DDB_0187036, DDB_0231607",hypothetical protein,dictyBase: DDB_G0286605,protein-coding,4,,DDB_G0286605,,,,[],44689,352472
DDB_G0286615,DDB_G0286615,"DDBDRAFT_0187045, DDB_0187045",hypothetical protein,dictyBase: DDB_G0286615,protein-coding,4,,DDB_G0286615,,,,[],44689,352472
DDB_G0286617,cycK,"DDBDRAFT_0187046, DDBDRAFT_0231777, DDB_0187046, DDB_0231777",hypothetical protein,dictyBase: DDB_G0286617,protein-coding,4,,DDB_G0286617,,,,[],44689,352472
DDB_G0286629,DDB_G0286629,"DDBDRAFT_0187059, DDB_0187059",hypothetical protein,dictyBase: DDB_G0286629,protein-coding,4,,DDB_G0286629,,,,[],44689,352472
DDB_G0286635,DDB_G0286635,"DDBDRAFT_0187062, DDB_0187062",hypothetical protein,dictyBase: DDB_G0286635,protein-coding,4,,DDB_G0286635,,,,[],44689,352472
DDB_G0286639,DDB_G0286639,"DDBDRAFT_0187065, DDB_0187065",hypothetical protein,dictyBase: DDB_G0286639,protein-coding,4,,DDB_G0286639,,,,[],44689,352472
DDB_G0286641,DDB_G0286641,"DDBDRAFT_0187067, DDBDRAFT_0233586, DDB_0187067, DDB_0233586",hypothetical protein,dictyBase: DDB_G0286641,protein-coding,4,,DDB_G0286641,,,,[],44689,352472
DDB_G0286649,DDB_G0286649,"DDBDRAFT_0187072, DDB_0187072",hypothetical protein,dictyBase: DDB_G0286649,protein-coding,4,,DDB_G0286649,,,,[],44689,352472
DDB_G0286653,DDB_G0286653,"DDBDRAFT_0187075, DDB_0187075",hypothetical protein,dictyBase: DDB_G0286653,protein-coding,4,,DDB_G0286653,,,,[],44689,352472
DDB_G0286655,DDB_G0286655,"DDBDRAFT_0187076, DDB_0187076",hypothetical protein,dictyBase: DDB_G0286655,protein-coding,4,,DDB_G0286655,,,,[],44689,352472
DDB_G0286657,DDB_G0286657,"DDBDRAFT_0187077, DDB_0187077",hypothetical protein,dictyBase: DDB_G0286657,protein-coding,4,,DDB_G0286657,,,,[],44689,352472
DDB_G0286659,DDB_G0286659,"DDBDRAFT_0187078, DDB_0187078",hypothetical protein,dictyBase: DDB_G0286659,protein-coding,4,,DDB_G0286659,,,,[],44689,352472
DDB_G0286661,DDB_G0286661,"DDBDRAFT_0187079, DDB_0187079",hypothetical protein,dictyBase: DDB_G0286661,protein-coding,4,,DDB_G0286661,,,,[],44689,352472
DDB_G0286673,DDB_G0286673,"DDBDRAFT_0187087, DDB_0187087",hypothetical protein,dictyBase: DDB_G0286673,protein-coding,4,,DDB_G0286673,,,,[],44689,352472
DDB_G0286675,DDB_G0286675,"DDBDRAFT_0187088, DDBDRAFT_0304940, DDB_0187088, DDB_0304940",hypothetical protein,dictyBase: DDB_G0286675,protein-coding,4,,DDB_G0286675,,,,[],44689,352472
DDB_G0286677,DDB_G0286677,"DDBDRAFT_0187090, DDB_0187090",hypothetical protein,dictyBase: DDB_G0286677,protein-coding,4,,DDB_G0286677,,,,[],44689,352472
DDB_G0286679,DDB_G0286679,"DDBDRAFT_0187091, DDB_0187091",hypothetical protein,dictyBase: DDB_G0286679,protein-coding,4,,DDB_G0286679,,,,[],44689,352472
DDB_G0286681,DDB_G0286681,"DDBDRAFT_0187092, DDB_0187092",hypothetical protein,dictyBase: DDB_G0286681,protein-coding,4,,DDB_G0286681,,,,[],44689,352472
DDB_G0286683,DDB_G0286683,"DDBDRAFT_0187093, DDB_0187093",hypothetical protein,dictyBase: DDB_G0286683,protein-coding,4,,DDB_G0286683,,,,[],44689,352472
DDB_G0286685,DDB_G0286685,"DDBDRAFT_0187094, DDBDRAFT_0266575, DDB_0187094, DDB_0266575",hypothetical protein,dictyBase: DDB_G0286685,protein-coding,4,,DDB_G0286685,,,,[],44689,352472
DDB_G0286689,DDB_G0286689,"DDBDRAFT_0187097, DDBDRAFT_0304979, DDB_0187097, DDB_0304979",hypothetical protein,dictyBase: DDB_G0286689,protein-coding,4,,DDB_G0286689,,,,[],44689,352472
DDB_G0286691,DDB_G0286691,"DDBDRAFT_0187098, DDB_0187098",hypothetical protein,dictyBase: DDB_G0286691,protein-coding,4,,DDB_G0286691,,,,[],44689,352472
DDB_G0286697,DDB_G0286697,"DDBDRAFT_0187101, DDB_0187101",hypothetical protein,dictyBase: DDB_G0286697,protein-coding,4,,DDB_G0286697,,,,[],44689,352472
DDB_G0286699,DDB_G0286699,"DDBDRAFT_0187102, DDB_0187102",hypothetical protein,dictyBase: DDB_G0286699,protein-coding,4,,DDB_G0286699,,,,[],44689,352472
DDB_G0286701,DDB_G0286701,"DDBDRAFT_0187104, DDB_0187104",hypothetical protein,dictyBase: DDB_G0286701,protein-coding,4,,DDB_G0286701,,,,[],44689,352472
DDB_G0286703,DDB_G0286703,"DDBDRAFT_0187105, DDB_0187105",hypothetical protein,dictyBase: DDB_G0286703,protein-coding,4,,DDB_G0286703,,,,[],44689,352472
DDB_G0286709,gpt9,"DDBDRAFT_0187108, DDBDRAFT_0231864, DDB_0187108, DDB_0231864",hypothetical protein,dictyBase: DDB_G0286709,protein-coding,4,,DDB_G0286709,,,,[],44689,352472
DDB_G0286711,gpt8,"DDBDRAFT_0187109, DDBDRAFT_0231863, DDB_0187109, DDB_0231863",hypothetical protein,dictyBase: DDB_G0286711,protein-coding,4,,DDB_G0286711,,,,[],44689,352472
DDB_G0286713,DDB_G0286713,"DDBDRAFT_0187110, DDB_0187110",hypothetical protein,dictyBase: DDB_G0286713,protein-coding,4,,DDB_G0286713,,,,[],44689,352472
DDB_G0286729,DDB_G0286729,"DDBDRAFT_0187118, DDB_0187118",hypothetical protein,dictyBase: DDB_G0286729,protein-coding,4,,DDB_G0286729,,,,[],44689,352472
DDB_G0286731,DDB_G0286731,"DDBDRAFT_0187119, DDB_0187119",hypothetical protein,dictyBase: DDB_G0286731,protein-coding,4,,DDB_G0286731,,,,[],44689,352472
DDB_G0286735,DDB_G0286735,"DDBDRAFT_0187121, DDB_0187121",hypothetical protein,dictyBase: DDB_G0286735,protein-coding,4,,DDB_G0286735,,,,[],44689,352472
DDB_G0286737,DDB_G0286737,"DDBDRAFT_0187122, DDB_0187122",hypothetical protein,dictyBase: DDB_G0286737,protein-coding,4,,DDB_G0286737,,,,[],44689,352472
DDB_G0286739,DDB_G0286739,"DDBDRAFT_0187123, DDB_0187123",hypothetical protein,dictyBase: DDB_G0286739,protein-coding,4,,DDB_G0286739,,,,[],44689,352472
DDB_G0286741,DDB_G0286741,"DDBDRAFT_0187124, DDB_0187124",hypothetical protein,dictyBase: DDB_G0286741,protein-coding,4,,DDB_G0286741,,,,[],44689,352472
DDB_G0286745,DDB_G0286745,"DDBDRAFT_0187127, DDB_0187127",hypothetical protein,dictyBase: DDB_G0286745,protein-coding,4,,DDB_G0286745,,,,[],44689,352472
DDB_G0286749,DDB_G0286749,"DDBDRAFT_0187129, DDB_0187129",hypothetical protein,dictyBase: DDB_G0286749,protein-coding,4,,DDB_G0286749,,,,[],44689,352472
DDB_G0286751,DDB_G0286751,"DDBDRAFT_0187130, DDB_0187130",hypothetical protein,dictyBase: DDB_G0286751,protein-coding,4,,DDB_G0286751,,,,[],44689,352472
DDB_G0286757,DDB_G0286757,"DDBDRAFT_0187133, DDB_0187133",hypothetical protein,dictyBase: DDB_G0286757,protein-coding,4,,DDB_G0286757,,,,[],44689,352472
DDB_G0286759,DDB_G0286759,"DDBDRAFT_0187134, DDBDRAFT_0266488, DDB_0187134, DDB_0266488",hypothetical protein,dictyBase: DDB_G0286759,protein-coding,4,,DDB_G0286759,,,,[],44689,352472
DDB_G0286761,DDB_G0286761,"DDBDRAFT_0187136, DDB_0187136",hypothetical protein,dictyBase: DDB_G0286761,protein-coding,4,,DDB_G0286761,,,,[],44689,352472
DDB_G0286763,DDB_G0286763,"DDBDRAFT_0187137, DDB_0187137",hypothetical protein,dictyBase: DDB_G0286763,protein-coding,4,,DDB_G0286763,,,,[],44689,352472
DDB_G0286767,DDB_G0286767,"DDBDRAFT_0187139, DDB_0187139",hypothetical protein,dictyBase: DDB_G0286767,protein-coding,4,,DDB_G0286767,,,,[],44689,352472
DDB_G0286769,DDB_G0286769,"DDBDRAFT_0187140, DDB_0187140",hypothetical protein,dictyBase: DDB_G0286769,protein-coding,4,,DDB_G0286769,,,,[],44689,352472
DDB_G0286775,DDB_G0286775,"DDBDRAFT_0215621, DDB_0215621",hypothetical protein,dictyBase: DDB_G0286775,protein-coding,4,,DDB_G0286775,,,,[],44689,352472
DDB_G0286783,DDB_G0286783,"DDBDRAFT_0215632, DDB_0215632",hypothetical protein,dictyBase: DDB_G0286783,protein-coding,4,,DDB_G0286783,,,,[],44689,352472
DDB_G0286787,DDB_G0286787,"DDBDRAFT_0218843, DDB_0218843",hypothetical protein,dictyBase: DDB_G0286787,protein-coding,4,,DDB_G0286787,,,,[],44689,352472
DDB_G0286789,DDB_G0286789,"DDBDRAFT_0218844, DDB_0218844",hypothetical protein,dictyBase: DDB_G0286789,protein-coding,4,,DDB_G0286789,,,,[],44689,352472
DDB_G0286791,DDB_G0286791,"DDBDRAFT_0218845, DDB_0218845",hypothetical protein,dictyBase: DDB_G0286791,protein-coding,4,,DDB_G0286791,,,,[],44689,352472
DDB_G0286795,DDB_G0286795,"DDBDRAFT_0218847, DDBDRAFT_0238414, DDB_0218847, DDB_0238414",hypothetical protein,dictyBase: DDB_G0286795,protein-coding,4,,DDB_G0286795,,,,[],44689,352472
DDB_G0286799,DDB_G0286799,"DDBDRAFT_0218849, DDB_0218849",hypothetical protein,dictyBase: DDB_G0286799,protein-coding,4,,DDB_G0286799,,,,[],44689,352472
DDB_G0286801,DDB_G0286801,"DDBDRAFT_0218850, DDB_0218850",hypothetical protein,dictyBase: DDB_G0286801,protein-coding,4,,DDB_G0286801,,,,[],44689,352472
DDB_G0286805,DDB_G0286805,"DDBDRAFT_0218853, DDB_0218853",hypothetical protein,dictyBase: DDB_G0286805,protein-coding,4,,DDB_G0286805,,,,[],44689,352472
DDB_G0286807,DDB_G0286807,"DDBDRAFT_0218854, DDBDRAFT_0302386, DDB_0218854, DDB_0302386",hypothetical protein,dictyBase: DDB_G0286807,protein-coding,4,,DDB_G0286807,,,,[],44689,352472
DDB_G0286809,DDB_G0286809,"DDBDRAFT_0218855, DDB_0218855",hypothetical protein,dictyBase: DDB_G0286809,protein-coding,4,,DDB_G0286809,,,,[],44689,352472
DDB_G0286811,DDB_G0286811,"DDBDRAFT_0218856, DDBDRAFT_0233708, DDB_0218856, DDB_0233708",hypothetical protein,dictyBase: DDB_G0286811,protein-coding,4,,DDB_G0286811,,,,[],44689,352472
DDB_G0286813,DDB_G0286813,"DDBDRAFT_0218858, DDB_0218858",hypothetical protein,dictyBase: DDB_G0286813,protein-coding,4,,DDB_G0286813,,,,[],44689,352472
DDB_G0286815,DDB_G0286815,"DDBDRAFT_0218859, DDB_0218859",hypothetical protein,dictyBase: DDB_G0286815,protein-coding,4,,DDB_G0286815,,,,[],44689,352472
DDB_G0286817,DDB_G0286817,"DDBDRAFT_0218860, DDB_0218860",hypothetical protein,dictyBase: DDB_G0286817,protein-coding,4,,DDB_G0286817,,,,[],44689,352472
DDB_G0286821,DDB_G0286821,"DDBDRAFT_0218862, DDB_0218862",hypothetical protein,dictyBase: DDB_G0286821,protein-coding,4,,DDB_G0286821,,,,[],44689,352472
DDB_G0286823,DDB_G0286823,"DDBDRAFT_0220601, DDB_0220601",hypothetical protein,dictyBase: DDB_G0286823,protein-coding,4,,DDB_G0286823,,,,[],44689,352472
DDB_G0286827,DDB_G0286827,"DDBDRAFT_0187144, DDB_0187144",hypothetical protein,dictyBase: DDB_G0286827,protein-coding,4,,DDB_G0286827,,,,[],44689,352472
DDB_G0286829,DDB_G0286829,"DDBDRAFT_0187145, DDB_0187145",hypothetical protein,dictyBase: DDB_G0286829,protein-coding,4,,DDB_G0286829,,,,[],44689,352472
DDB_G0286831,DDB_G0286831,"DDBDRAFT_0187146, DDB_0187146",hypothetical protein,dictyBase: DDB_G0286831,protein-coding,4,,DDB_G0286831,,,,[],44689,352472
DDB_G0286833,DDB_G0286833,"DDBDRAFT_0187147, DDB_0187147",hypothetical protein,dictyBase: DDB_G0286833,protein-coding,4,,DDB_G0286833,,,,[],44689,352472
DDB_G0286835,DDB_G0286835,"DDBDRAFT_0187148, DDB_0187148",hypothetical protein,dictyBase: DDB_G0286835,protein-coding,4,,DDB_G0286835,,,,[],44689,352472
DDB_G0286847,DDB_G0286847,"DDBDRAFT_0187154, DDB_0187154",hypothetical protein,dictyBase: DDB_G0286847,protein-coding,4,,DDB_G0286847,,,,[],44689,352472
DDB_G0286849,DDB_G0286849,"DDBDRAFT_0187155, DDB_0187155",hypothetical protein,dictyBase: DDB_G0286849,protein-coding,4,,DDB_G0286849,,,,[],44689,352472
DDB_G0286853,DDB_G0286853,"DDBDRAFT_0187160, DDB_0187160",hypothetical protein,dictyBase: DDB_G0286853,protein-coding,4,,DDB_G0286853,,,,[],44689,352472
DDB_G0286861,DDB_G0286861,"DDBDRAFT_0218864, DDB_0218864",hypothetical protein,dictyBase: DDB_G0286861,protein-coding,4,,DDB_G0286861,,,,[],44689,352472
DDB_G0286863,DDB_G0286863,"DDBDRAFT_0218865, DDB_0218865",hypothetical protein,dictyBase: DDB_G0286863,protein-coding,4,,DDB_G0286863,,,,[],44689,352472
DDB_G0286865,DDB_G0286865,"DDBDRAFT_0187164, DDB_0187164",hypothetical protein,dictyBase: DDB_G0286865,protein-coding,4,,DDB_G0286865,,,,[],44689,352472
DDB_G0286869,DDB_G0286869,"DDBDRAFT_0187166, DDB_0187166",hypothetical protein,dictyBase: DDB_G0286869,protein-coding,4,,DDB_G0286869,,,,[],44689,352472
DDB_G0286871,DDB_G0286871,"DDBDRAFT_0187167, DDB_0187167",hypothetical protein,dictyBase: DDB_G0286871,protein-coding,4,,DDB_G0286871,,,,[],44689,352472
DDB_G0286873,DDB_G0286873,"DDBDRAFT_0187168, DDB_0187168",hypothetical protein,dictyBase: DDB_G0286873,protein-coding,4,,DDB_G0286873,,,,[],44689,352472
DDB_G0286877,DDB_G0286877,"DDBDRAFT_0187170, DDB_0187170",hypothetical protein,dictyBase: DDB_G0286877,protein-coding,4,,DDB_G0286877,,,,[],44689,352472
DDB_G0286879,DDB_G0286879,"DDBDRAFT_0187171, DDB_0187171",hypothetical protein,dictyBase: DDB_G0286879,protein-coding,4,,DDB_G0286879,,,,[],44689,352472
DDB_G0286881,DDB_G0286881,"DDBDRAFT_0187172, DDB_0187172",hypothetical protein,dictyBase: DDB_G0286881,protein-coding,4,,DDB_G0286881,,,,[],44689,352472
DDB_G0286885,DDB_G0286885,"DDBDRAFT_0187174, DDB_0187174",hypothetical protein,dictyBase: DDB_G0286885,protein-coding,4,,DDB_G0286885,,,,[],44689,352472
DDB_G0286887,DDB_G0286887,"DDBDRAFT_0187175, DDB_0187175",hypothetical protein,dictyBase: DDB_G0286887,protein-coding,4,,DDB_G0286887,,,,[],44689,352472
DDB_G0286889,fut10,"DDBDRAFT_0187176, DDBDRAFT_0231841, DDB_0187176, DDB_0231841",hypothetical protein,dictyBase: DDB_G0286889,protein-coding,4,,DDB_G0286889,,,,[],44689,352472
DDB_G0286893,act29,"DDBDRAFT_0187178, DDBDRAFT_0229355, DDB_0187178, DDB_0229355",hypothetical protein,dictyBase: DDB_G0286893,protein-coding,4,,DDB_G0286893,,,,[],44689,352472
DDB_G0286897,DDB_G0286897,"DDBDRAFT_0187180, DDBDRAFT_0304437, DDB_0187180, DDB_0304437",hypothetical protein,dictyBase: DDB_G0286897,protein-coding,4,,DDB_G0286897,,,,[],44689,352472
DDB_G0286899,DDB_G0286899,"DDBDRAFT_0187181, DDB_0187181",hypothetical protein,dictyBase: DDB_G0286899,protein-coding,4,,DDB_G0286899,,,,[],44689,352472
DDB_G0286901,DDB_G0286901,"DDBDRAFT_0218866, DDB_0218866",hypothetical protein,dictyBase: DDB_G0286901,protein-coding,4,,DDB_G0286901,,,,[],44689,352472
DDB_G0286907,ubqD,"DDBDRAFT_0187192, DDBDRAFT_0214929, DDB_0187192, DDB_0214929",hypothetical protein,dictyBase: DDB_G0286907,protein-coding,4,,DDB_G0286907,,,,[],44689,352472
DDB_G0286911,DDB_G0286911,"DDBDRAFT_0187184, DDB_0187184",hypothetical protein,dictyBase: DDB_G0286911,protein-coding,4,,DDB_G0286911,,,,[],44689,352472
DDB_G0286913,DDB_G0286913,"DDBDRAFT_0187186, DDB_0187186",hypothetical protein,dictyBase: DDB_G0286913,protein-coding,4,,DDB_G0286913,,,,[],44689,352472
DDB_G0286915,DDB_G0286915,"DDBDRAFT_0187187, DDB_0187187",hypothetical protein,dictyBase: DDB_G0286915,protein-coding,4,,DDB_G0286915,,,,[],44689,352472
DDB_G0286917,DDB_G0286917,"DDBDRAFT_0187188, DDB_0187188",hypothetical protein,dictyBase: DDB_G0286917,protein-coding,4,,DDB_G0286917,,,,[],44689,352472
DDB_G0286921,DDB_G0286921,"DDBDRAFT_0187191, DDB_0187191",hypothetical protein,dictyBase: DDB_G0286921,protein-coding,4,,DDB_G0286921,,,,[],44689,352472
DDB_G0286929,DDB_G0286929,"DDBDRAFT_0187196, DDB_0187196",hypothetical protein,dictyBase: DDB_G0286929,protein-coding,4,,DDB_G0286929,,,,[],44689,352472
DDB_G0286931,DDB_G0286931,"DDBDRAFT_0187197, DDBDRAFT_0302349, DDB_0187197, DDB_0302349",hypothetical protein,dictyBase: DDB_G0286931,protein-coding,4,,DDB_G0286931,,,,[],44689,352472
DDB_G0286933,DDB_G0286933,"DDBDRAFT_0187198, DDB_0187198",hypothetical protein,dictyBase: DDB_G0286933,protein-coding,4,,DDB_G0286933,,,,[],44689,352472
DDB_G0286935,DDB_G0286935,"DDBDRAFT_0187199, DDB_0187199",hypothetical protein,dictyBase: DDB_G0286935,protein-coding,4,,DDB_G0286935,,,,[],44689,352472
DDB_G0286937,DDB_G0286937,"DDBDRAFT_0187200, DDB_0187200",hypothetical protein,dictyBase: DDB_G0286937,protein-coding,4,,DDB_G0286937,,,,[],44689,352472
DDB_G0286939,DDB_G0286939,"DDBDRAFT_0187201, DDB_0187201",hypothetical protein,dictyBase: DDB_G0286939,protein-coding,4,,DDB_G0286939,,,,[],44689,352472
DDB_G0286941,DDB_G0286941,"DDBDRAFT_0187202, DDB_0187202",hypothetical protein,dictyBase: DDB_G0286941,protein-coding,4,,DDB_G0286941,,,,[],44689,352472
DDB_G0286943,DDB_G0286943,"DDBDRAFT_0187203, DDB_0187203",hypothetical protein,dictyBase: DDB_G0286943,protein-coding,4,,DDB_G0286943,,,,[],44689,352472
DDB_G0286945,gtr3,"DDBDRAFT_0187204, DDBDRAFT_0231974, DDB_0187204, DDB_0231974",hypothetical protein,dictyBase: DDB_G0286945,protein-coding,4,,DDB_G0286945,,,,[],44689,352472
DDB_G0286947,DDB_G0286947,"DDBDRAFT_0187205, DDB_0187205",hypothetical protein,dictyBase: DDB_G0286947,protein-coding,4,,DDB_G0286947,,,,[],44689,352472
DDB_G0286949,DDB_G0286949,"DDBDRAFT_0187206, DDB_0187206",hypothetical protein,dictyBase: DDB_G0286949,protein-coding,4,,DDB_G0286949,,,,[],44689,352472
DDB_G0286951,DDB_G0286951,"DDBDRAFT_0187208, DDB_0187208",hypothetical protein,dictyBase: DDB_G0286951,protein-coding,4,,DDB_G0286951,,,,[],44689,352472
DDB_G0286953,DDB_G0286953,"DDBDRAFT_0187209, DDB_0187209",hypothetical protein,dictyBase: DDB_G0286953,protein-coding,4,,DDB_G0286953,,,,[],44689,352472
DDB_G0286955,DDB_G0286955,"DDBDRAFT_0187213, DDB_0187213",hypothetical protein,dictyBase: DDB_G0286955,protein-coding,4,,DDB_G0286955,,,,[],44689,352472
DDB_G0286957,DDB_G0286957,"DDBDRAFT_0187214, DDB_0187214",hypothetical protein,dictyBase: DDB_G0286957,protein-coding,4,,DDB_G0286957,,,,[],44689,352472
DDB_G0286959,DDB_G0286959,"DDBDRAFT_0187217, DDB_0187217",hypothetical protein,dictyBase: DDB_G0286959,protein-coding,4,,DDB_G0286959,,,,[],44689,352472
